Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
178	0	unknown	chr1	2330782	2331022	0.065	0.15070002845079	0.339	0.038	240	0.754515494827939	0.999890601729745	gain	103.01	94.009	107.825	88.9	-0.904	0.663	3
179	0	unknown	chr1	2332214	2332454	-0.091	-0.0541113772801139	0.21	-0.116	240	0.909664554803325	0.999890601729745	loss	103.589	109.931	108.433	104.037	-0.553	0.417	3
180	0	unknown	chr1	2333592	2333832	-0.437	-0.189713362345983	0.445	-0.332	240	0.703582905146998	0.999890601729745	loss	67.973	82.991	70.971	78.425	-1.423	0.244	3
181	0	unknown	chr1	2334397	2334637	0.237	0.393123959927907	0.484	0.062	240	0.421630545655087	0.999890601729745	gain	97.167	78.266	101.679	73.933	-0.443	1.278	3
182	0	unknown	chr1	2337118	2337358	-0.001	0.49081078626971	0.372	0.043	240	0.365455273794977	0.999890601729745	gain	50.923	49.976	53.038	47.038	-1.157	0.524	2
183	0	unknown	chr1	2337869	2338109	-1.126	0.213866157245464	1.31	-0.71	187	NA	NA	gain	9.27	15.676	9.225	14.428	-4.462	1.02	1
184	0	unknown	chr1	2338155	2338395	-1.255	0.236084968699967	0.625	-1.09	156	NA	NA	gain	5.991	13.453	5.776	12.314	-4.462	-0.502	1
185	0	unknown	chr1	2339853	2340333	-0.293	0.65633354839588	0.927	-0.383	429	0.414701616462666	0.999890601729745	gain	19.873	27.603	20.378	25.767	-2.074	1.739	1
186	0	unknown	chr1	2341729	2341969	-0.112	0.704587564866739	0.465	-0.142	240	0.333494176988434	0.999890601729745	gain	27.322	31.762	28.212	29.721	-0.976	0.885	2
188	0	unknown	chr1	2407711	2408191	-0.627	0.925762140367691	0.742	-0.792	100	NA	NA	gain	7.136	10.429	6.98	9.44	-1.848	0.686	1
189	0	unknown	chr1	2409867	2410107	0.421	1.56030073232149	0.416	0.429	215	NA	NA	gain	19.93	14.786	20.437	13.581	-0.451	1.568	1
190	0	unknown	chr1	2411113	2411473	-0.957	0.33487039243733	1.106	-1.192	286	NA	NA	gain	9.213	17.786	9.164	16.434	-3.578	1.942	1
191	0	unknown	chr1	2411565	2411805	0.46	1.05033488848968	0.404	0.512	240	0.0794279247679306	0.999890601729745	gain	50.266	35.513	52.346	33.288	-0.754	1.327	2
192	0	unknown	chr1	2415851	2416091	-0.743	0.03141334580831	0.378	-0.742	228	0.964428074186388	0.999890601729745	gain	24.43	38.906	25.171	36.513	-1.726	0.479	2
193	0	unknown	chr1	2418271	2418511	-0.378	0.402315648489148	0.717	-0.67	240	0.569738411838377	0.999890601729745	gain	27.433	35.29	28.329	33.075	-1.338	1.093	2
194	0	unknown	chr1	2418592	2418832	-0.383	0.419214747306139	0.512	-0.388	240	0.560574980619996	0.999890601729745	gain	26.744	33.756	27.604	31.617	-1.648	0.566	2
195	0	unknown	chr1	2418976	2419216	-0.469	-0.182470232334408	0.501	-0.519	240	0.716592967221402	0.999890601729745	loss	63.275	78.236	66.029	73.904	-1.449	0.419	2
196	0	unknown	chr1	2420610	2420850	-0.103	0.434984325116023	0.205	-0.123	240	0.44442468529768	0.999890601729745	gain	44.767	48.74	46.563	45.862	-0.597	0.497	2
197	0	unknown	chr1	2421131	2421371	0.098	0.911575248381771	0.205	0.114	240	0.209776751896549	0.999890601729745	gain	31.022	28.356	32.104	26.483	-0.475	0.555	2
198	0	unknown	chr1	2422581	2422821	0.341	1.07389196615458	0.933	0.434	240	0.114578351440168	0.999890601729745	gain	40.109	27.712	41.663	25.871	-4.026	1.982	2
199	0	unknown	chr1	2426220	2426460	-0.882	0.235867157017678	0.384	-0.896	159	NA	NA	gain	12.793	23.171	12.931	21.553	-1.905	-0.077	1
200	0	unknown	chr1	2426847	2427087	-0.526	0.88587241215846	0.765	-0.806	103	NA	NA	gain	9.37	12.785	9.33	11.68	-1.823	0.71	1
201	0	unknown	chr1	2427973	2428213	-0.385	0.849946931950953	1.088	0.014	224	NA	NA	gain	14.179	15.475	14.388	14.237	-3.017	0.986	1
202	0	unknown	chr1	2428237	2428477	-0.757	0.11588021278181	0.893	-0.806	240	0.878945432631187	0.999890601729745	gain	21.808	32.042	22.413	29.988	-4.825	0.509	1
203	0	unknown	chr1	2428873	2429113	0.868	2.25752586893985	0.767	0.727	168	NA	NA	gain	14.359	8.627	14.577	7.726	-0.283	2.073	1
204	0	unknown	chr1	2429903	2430344	-0.329	0.960693953376686	0.622	-0.414	211	NA	NA	gain	12.733	14.363	12.867	13.18	-1.488	0.95	1
205	0	unknown	chr1	2430475	2430715	-0.925	0.0961571253499802	0.675	-1.172	217	0.909492051583415	0.999890601729745	gain	14.949	27.228	15.198	25.41	-2.066	0.555	1
206	0	unknown	chr1	2430998	2431238	-0.219	0.684635420643451	0.487	-0.185	240	0.379152247022571	0.999890601729745	gain	23.376	27.813	24.063	25.967	-1.331	0.786	1
208	0	unknown	chr1	2435390	2437010	-0.571	0.245495128900276	0.96	-0.298	1226	0.736128091719333	0.999890601729745	gain	27.47	31.623	28.368	29.589	-3.288	0.829	2
209	0	unknown	chr1	2440271	2440511	0.265	1.59516439647061	0.691	0.393	146	NA	NA	gain	13.393	11.955	13.562	10.89	-1.021	1.533	1
210	0	unknown	chr1	2441214	2441665	0.007	1.24331965853412	0.741	0.137	389	NA	NA	gain	15.267	14.32	15.532	13.139	-2.175	1.199	1
211	0	unknown	chr1	2442048	2442288	0.046	0.409474272631692	0.292	0.04	240	0.422568495310775	0.999890601729745	gain	63.473	61.187	66.237	57.696	-0.507	0.7	2
212	0	unknown	chr1	2442680	2442920	-0.683	0.00915321994981544	1.073	-0.3	240	0.98888779231567	0.999890601729745	gain	34.365	38.165	35.621	35.808	-3.093	0.547	2
213	0	unknown	chr1	2442973	2443213	0.238	0.698810438587242	0.222	0.242	240	0.182786740525188	0.999890601729745	gain	57.491	48.696	59.946	45.821	-0.312	0.837	2
214	0	unknown	chr1	2444281	2444521	-0.352	1.13479298273293	0.824	-0.019	125	NA	NA	gain	8.707	10.875	8.632	9.864	-1.72	1.159	1
215	0	unknown	chr1	2445363	2445603	-1.102	0.374590012119541	0.511	-1.2	116	NA	NA	gain	6.393	13.521	6.198	12.379	-1.887	-0.443	1
216	0	unknown	chr1	2445728	2445968	-0.226	0.82572802164713	0.49	-0.231	205	NA	NA	gain	19.528	20.577	20.015	19.088	-1.172	0.875	1
217	0	unknown	chr1	2446957	2447197	0.46	1.63355101916097	0.494	0.423	222	NA	NA	gain	18.898	13.913	19.351	12.752	-0.371	2.186	1
218	0	unknown	chr1	2449532	2449772	-0.571	0.298968334742175	1.2	-0.643	240	0.693720703245875	0.999890601729745	gain	26.708	27.401	27.567	25.575	-2.561	1.086	1
219	0	unknown	chr1	2449874	2450114	-0.657	0.690036355910234	0.815	-0.437	128	NA	NA	gain	10.126	14.527	10.125	13.336	-2.851	0.38	1
220	0	unknown	chr1	2450551	2450791	-0.862	0.0416472763935903	0.34	-0.867	240	0.957334958457206	0.999890601729745	gain	18.274	32.914	18.696	30.817	-1.551	-0.192	1
221	0	unknown	chr1	2451195	2451435	0.309	1.71588019709841	0.971	0.657	97	NA	NA	gain	12.859	9.479	13	8.536	-2.198	1.291	1
222	0	unknown	chr1	2451686	2451926	-0.084	1.20063093788566	0.313	-0.14	202	NA	NA	gain	13.217	14.106	13.376	12.936	-0.827	0.727	1
223	0	unknown	chr1	2452132	2452372	0.305	0.359113231080282	0.574	0.223	240	0.453133441374336	0.999890601729745	gain	119.382	88.163	125.046	83.342	-0.654	1.269	3
224	0	unknown	chr1	2452526	2452766	0.078	0.33242784161122	0.415	0.19	240	0.505581778970632	0.999890601729745	gain	78.102	71.096	81.625	67.117	-1.2	0.636	3
225	0	unknown	chr1	2453077	2453317	-0.181	0.493750210256502	0.469	-0.075	240	0.445538445464547	0.999890601729745	gain	34.512	40.128	35.775	37.675	-1.158	0.982	2
226	0	unknown	chr1	2457903	2458083	-0.283	0.869305255090688	1.175	-0.813	167	NA	NA	gain	16.474	17.506	16.802	16.168	-2.104	1.633	1
228	0	unknown	chr1	2461246	2461486	-0.828	0.787456753154221	1.309	-1.357	52	NA	NA	gain	5.51	10.331	5.269	9.346	-1.848	2.073	1
229	0	unknown	chr1	2461498	2461618	0.328	1.74556928911218	0.349	0.223	97	NA	NA	gain	12.036	9.912	12.134	8.948	-0.14	1.088	1
230	0	unknown	chr1	2488018	2488258	0.146	1.02509908099043	0.764	-0.087	240	0.179905844756908	0.999890601729745	gain	28.455	24.846	29.404	23.146	-0.966	1.442	1
231	0	unknown	chr1	2489099	2489339	0.224	1.08007513148825	0.594	0.424	216	0.150491222086301	0.999890601729745	gain	30.324	25.038	31.37	23.329	-1.069	1.147	1
232	0	unknown	chr1	2489725	2489965	-0.607	0.171306468470684	0.416	-0.581	240	0.808442580078079	0.999890601729745	gain	24.977	37.954	25.746	35.608	-1.93	0.25	2
233	0	unknown	chr1	2491220	2491460	-0.958	0.54979257334751	0.967	-0.695	144	NA	NA	gain	7.036	11.88	6.875	10.819	-2.925	0.418	1
234	0	unknown	chr1	2491988	2492228	-0.231	0.759518487899013	1.172	0.042	240	0.359159964513081	0.999890601729745	gain	22.719	21.642	23.371	20.1	-2.748	1.442	1
235	0	unknown	chr1	2493063	2493303	-0.92	-0.0777429019329056	0.729	-0.722	233	0.916697342307177	0.999890601729745	loss	21.358	35.279	21.94	33.064	-3.093	-0.02	2
236	0	unknown	chr1	2494234	2494354	0.122	0.808440247687218	0.45	0.276	120	0.216352631022353	0.999890601729745	gain	39.162	34.054	40.667	31.9	-1.725	0.583	2
237	0	unknown	chr1	2494530	2494770	-0.242	0.582631828404615	0.804	-0.121	240	0.426802676872269	0.999890601729745	gain	28.372	29.934	29.317	27.983	-3.589	1.023	2
240	0	unknown	chr1	2519084	2519324	0.417	1.84852626781244	1.43	0.326	165	NA	NA	gain	12.611	8.838	12.739	7.927	-2.45	2.613	1
241	0	unknown	chr1	2519739	2520145	-0.068	0.563723236220363	0.502	0.016	397	0.365197558828308	0.999890601729745	gain	38.833	41.291	40.32	38.781	-1.527	1.012	2
242	0	unknown	chr1	2520299	2520539	0.178	1.37570029722228	0.539	0.127	197	NA	NA	gain	16.812	14.719	17.157	13.518	-1.102	1.349	1
243	0	unknown	chr1	2520736	2520976	0.415	1.73045234053138	0.341	0.471	154	NA	NA	gain	14.699	11.271	14.935	10.24	-0.451	1.219	1
245	0	unknown	chr1	2522913	2523153	-0.451	0.300417305593524	0.43	-0.416	214	0.663823880769146	0.999890601729745	gain	28.595	37.187	29.551	34.879	-1.442	0.387	2
246	0	unknown	chr1	2523297	2523537	-0.383	0.621803516550397	0.572	-0.439	217	0.457268477842857	0.999890601729745	gain	18.195	25.134	18.613	23.419	-1.318	1.159	1
247	0	unknown	chr1	2524005	2524457	-0.444	0.0756754045520082	0.694	-0.215	407	0.892179959005149	0.999890601729745	gain	45.543	50.828	47.378	47.848	-2.881	0.455	2
248	0	unknown	chr1	2525191	2525431	-0.507	0.122236414781546	0.482	-0.549	240	0.843985227759089	0.999890601729745	gain	34.579	45.874	35.846	43.138	-1.421	0.419	2
249	0	unknown	chr1	2525732	2525972	-0.632	0.258337884883127	0.284	-0.62	176	0.737523457164378	0.999890601729745	gain	20.859	31.464	21.415	29.438	-1.479	-0.019	1
250	0	unknown	chr1	2526159	2526399	-1.369	-0.261821037555043	1.414	-0.835	207	NA	NA	loss	12.891	23.712	13.034	22.068	-4.825	0.465	1
251	0	unknown	chr1	2526695	2526875	0.04	1.42090116346143	0.568	0.045	157	NA	NA	gain	11.781	11.534	11.866	10.49	-1.357	1.45	1
252	0	unknown	chr1	2527376	2527616	-0.487	0.230195702325389	0.391	-0.524	240	0.731767006659513	0.999890601729745	gain	30.21	39.388	31.25	36.971	-1.582	0.454	2
253	0	unknown	chr1	2527943	2528183	-0.02	1.14966082092015	0.811	0.248	172	NA	NA	gain	17.16	15.862	17.523	14.605	-1.848	0.928	1
254	0	unknown	chr1	2529571	2529811	-0.324	0.0927559606984978	0.255	-0.325	240	0.857362276821828	0.999890601729745	gain	50.896	63.286	53.008	59.692	-0.963	0.26	2
255	0	unknown	chr1	2530040	2530220	0.201	0.183584232624302	0.296	0.106	180	0.698298504769088	0.999890601729745	gain	125.117	108.39	131.078	102.572	-0.515	0.741	3
256	0	unknown	chr1	2535246	2535486	-0.812	-0.00185935237758073	1.025	-0.962	218	0.997953334407574	0.999890601729745	loss	21.363	38.352	21.945	35.986	-3.209	1.264	2
258	0	unknown	chr1	2536908	2537148	-0.346	0.769727858032454	0.338	-0.419	228	NA	NA	gain	15.532	20.559	15.811	19.07	-0.975	0.555	1
259	0	unknown	chr1	2537625	2537865	-0.381	0.712101283795357	1.137	-0.498	240	NA	NA	gain	17.823	19.639	18.221	18.196	-2.28	1.703	1
260	0	unknown	chr1	2538339	2538579	-1.087	-0.150366601979214	0.654	-0.907	222	0.850428058023763	0.999890601729745	loss	16.842	31.638	17.189	29.604	-2.521	0.296	1
261	0	unknown	chr1	2540697	2540937	-0.929	0.379066309412272	0.809	-0.936	190	NA	NA	gain	9.612	16.676	9.584	15.379	-2.761	0.677	1
262	0	unknown	chr1	2541068	2541308	-0.535	0.268459872998231	0.608	-0.641	240	0.709648237272992	0.999890601729745	gain	24.363	36.013	25.1	33.763	-1.508	1.168	2
264	0	unknown	chr1	2543483	2543723	-0.977	-0.170476708367975	0.763	-1.018	232	0.813540913153873	0.999890601729745	loss	24.149	35.923	24.875	33.677	-2.684	0.111	2
265	0	unknown	chr1	2938216	2939416	-0.584	-0.0261789858726286	0.467	-0.547	1200	0.96400949463315	0.999890601729745	loss	38.288	52.212	39.748	49.163	-1.959	0.369	2
266	0	unknown	chr1	2985757	2985877	0.439	1.34761142010938	0.532	0.368	117	0.0845682277817221	0.999890601729745	gain	29.818	20.953	30.838	19.444	-1.09	1.409	1
267	0	unknown	chr1	3102682	3103042	-0.871	-0.0706181627636662	0.663	-0.621	360	0.921788504416526	0.999890601729745	loss	23.021	37.662	23.689	35.331	-2.462	0.115	2
268	0	unknown	chr1	3160555	3160795	-0.269	-0.0828010763395527	0.374	-0.194	240	0.866433828265588	0.999890601729745	loss	77.995	88.956	81.513	84.096	-1.959	0.386	3
269	0	unknown	chr1	3301662	3301902	-0.143	0.2737825363126	0.359	-0.044	240	0.595762124099287	0.999890601729745	gain	55.558	58.619	57.913	55.254	-1.346	0.341	2
270	0	unknown	chr1	3312985	3313225	-1.038	0.293362671286275	1.012	-1.106	154	NA	NA	gain	9.013	16.285	8.955	15.006	-3.288	0.727	1
271	0	unknown	chr1	3319337	3319577	-0.836	0.376743927250242	0.73	-0.667	240	NA	NA	gain	11.948	18.811	12.042	17.408	-4.714	-0.07	1
272	0	unknown	chr1	3321255	3321495	-0.312	0.441228221329357	0.254	-0.265	240	0.523860689386243	0.999890601729745	gain	29.516	36.07	30.521	33.817	-1.036	0.3	2
273	0	unknown	chr1	3322014	3322254	-0.655	0.272045553470901	0.619	-0.513	240	0.731194886922913	0.999890601729745	gain	20.199	29.053	20.721	27.146	-2.535	0.408	1
274	0	unknown	chr1	3327935	3329375	-0.648	0.2261550368158	0.773	-0.531	1357	0.766497286282513	0.999890601729745	gain	22.464	31.273	23.102	29.256	-4.462	0.615	1
275	0	unknown	chr1	3331048	3331288	0.311	1.6359673886974	1.049	0.091	162	NA	NA	gain	14.931	10.635	15.179	9.636	-2.925	2.131	1
276	0	unknown	chr1	3334355	3334595	-0.454	0.539398202129525	0.725	-0.605	240	0.515743936246541	0.999890601729745	gain	17.32	26.831	17.692	25.033	-1.528	1.918	1
277	0	unknown	chr1	3335148	3335388	-0.827	0.126412166046422	0.817	-0.653	240	0.875527494867373	0.999890601729745	gain	18.587	28.571	19.025	26.688	-2.293	0.718	1
278	0	unknown	chr1	3342108	3342348	-1.144	-0.335057392245107	0.695	-0.941	240	0.64359690488493	0.999890601729745	loss	20.774	39.059	21.325	36.658	-3.578	-0.051	2
279	0	unknown	chr1	3342581	3342821	0.334	0.745664343315228	0.452	0.526	240	0.148081241033604	0.999890601729745	gain	66.075	49.069	68.975	46.175	-1.102	1.096	2
281	0	unknown	chr1	3348496	3348736	-0.038	0.284241765522569	0.402	0.029	240	0.574542824068146	0.999890601729745	gain	67.767	65.657	70.754	61.946	-1.684	0.486	2
282	0	unknown	chr1	3350247	3350427	0.055	0.656574221347283	0.408	0.079	180	0.278020838850308	0.999890601729745	gain	44.085	40.12	45.844	37.667	-0.737	0.679	2
283	0	unknown	chr1	3385957	3386197	-0.715	-0.0191371320065287	0.463	-0.648	240	0.9768445660448	0.999890601729745	loss	27.722	44.366	28.633	41.704	-2.043	0.034	2
284	0	unknown	chr1	3389597	3389837	-1.013	0.00062119032603114	0.363	-0.899	240	0.999411035820518	0.999890601729745	gain	14.689	28.015	14.925	26.158	-1.787	-0.383	1
285	0	unknown	chr1	3389900	3390140	-0.582	0.482156932385484	0.693	-0.623	240	NA	NA	gain	16.607	22.685	16.942	21.092	-2.01	0.79	1
286	0	unknown	chr1	3391188	3391428	-0.52	0.43838708090575	0.697	-0.702	183	0.588296676005091	0.999890601729745	gain	20.138	26.635	20.656	24.847	-1.848	0.827	1
287	0	unknown	chr1	3392459	3392699	2.538	4.21057859868785	0.497	2.82	66	NA	NA	gain	12.197	2.221	12.303	1.636	1.339	3.154	1
288	0	unknown	chr1	3394393	3394633	0.03	0.550318070338079	0.204	0.002	240	0.324597458897581	0.999890601729745	gain	48.883	47.386	50.892	44.575	-0.493	0.481	2
289	0	unknown	chr1	3394961	3395201	-0.41	0.50073084055733	0.514	-0.184	211	0.52225226338194	0.999890601729745	gain	23.11	27.484	23.782	25.654	-1.92	0.531	1
290	0	unknown	chr1	3395996	3396236	-1.333	-0.210049230864604	0.766	-1.488	233	NA	NA	loss	9.689	25.975	9.665	24.219	-2.547	0.797	1
291	0	unknown	chr1	3396305	3396545	-0.334	0.55094532789072	0.809	-0.546	240	0.473000819437148	0.999890601729745	gain	23.04	29.75	23.708	27.808	-2.28	1.387	1
292	0	unknown	chr1	3396960	3397200	-0.783	0.22785630060113	0.673	-0.907	193	0.786182208686895	0.999890601729745	gain	15.667	27.232	15.953	25.415	-2.37	0.928	1
293	0	unknown	chr1	3407001	3407241	-0.178	1.070188132275	0.705	-0.038	222	NA	NA	gain	14.063	14.951	14.266	13.739	-1.92	0.693	1
294	0	unknown	chr1	3407378	3407618	-0.457	0.301871045057486	0.48	-0.363	240	0.664245649785079	0.999890601729745	gain	28.97	36.009	29.946	33.758	-2.665	0.303	2
295	0	unknown	chr1	3409146	3409386	-1.113	0.231996592930815	0.882	-1.181	200	NA	NA	gain	8.9	15.836	8.835	14.58	-3.288	0.17	1
296	0	unknown	chr1	3410278	3410743	-0.94	0.241556950958357	1.091	-1.106	464	NA	NA	gain	12.263	20.118	12.373	18.651	-4.593	1.703	1
297	0	unknown	chr1	3410878	3411118	-1.462	0.14982811684306	1.202	-1.357	17	NA	NA	gain	4.918	11.018	4.647	10	-4.462	-0.623	1
300	0	unknown	chr1	3413162	3413402	0.476	1.86507719958016	0.653	0.38	129	NA	NA	gain	13.346	9.657	13.512	8.705	-1.848	3.34	1
304	0	unknown	chr1	3415205	3415445	-2.883	-1.39858869311914	0.386	-2.851	87	NA	NA	loss	2.39	17.269	1.989	15.943	-3.663	-2.33	1
305	0	unknown	chr1	3415645	3415885	-0.451	0.873682603114521	0.452	-0.391	157	NA	NA	gain	10.915	14.663	10.955	13.465	-1.488	0.928	1
306	0	unknown	chr1	3416095	3416543	0.032	1.33990473070863	0.698	-0.051	150	NA	NA	gain	13.271	13.024	13.433	11.907	-1.442	1.13	1
307	0	unknown	chr1	3417141	3417381	-1.466	0.177045088923272	0.323	-1.717	46	NA	NA	gain	4.096	11.041	3.783	10.022	-1.848	-1.069	1
308	0	unknown	chr1	3417473	3417925	-1.081	0.222695793137125	1.058	-1.17	194	NA	NA	gain	9.311	17.167	9.268	15.845	-3.288	1.358	1
309	0	unknown	chr1	3418301	3418541	-0.151	1.07383984362054	0.575	-0.038	170	NA	NA	gain	13.967	16.185	14.165	14.912	-1.175	0.818	1
310	0	unknown	chr1	3421718	3422172	-0.33	1.12380137335765	0.925	-0.535	91	NA	NA	gain	8.941	11.735	8.879	10.681	-1.632	1.704	1
312	0	unknown	chr1	3424302	3424542	-0.201	0.310897898451198	0.522	-0.241	240	0.574558810816424	0.999890601729745	gain	46.376	51.238	48.254	48.237	-1.247	0.804	2
313	0	unknown	chr1	3425066	3425306	0.755	1.66962973748162	0.805	0.395	180	0.0333769109076316	0.999890601729745	gain	30.025	20.245	31.056	18.772	-0.252	2.38	1
317	0	unknown	chr1	3428061	3428301	-0.475	0.865499006527348	0.353	-0.488	162	NA	NA	gain	10.447	14.473	10.463	13.284	-1.181	0.418	1
318	0	unknown	chr1	3428510	3428750	-1.061	0.279231182057063	0.481	-1.021	140	NA	NA	gain	8.112	16.819	8.007	15.514	-2.611	-0.14	1
319	0	unknown	chr1	3431054	3431294	-1.702	-0.171756341443484	0.328	-1.609	86	NA	NA	loss	4.336	13.893	4.035	12.733	-2.28	-1.069	1
320	0	unknown	chr1	3431907	3432147	-1.643	-0.13520742665249	0.922	-1.488	192	NA	NA	loss	5.016	13.9	4.75	12.74	-4.593	-0.443	1
321	0	unknown	chr1	3440628	3440868	0.062	1.04870000249242	0.731	0.115	179	0.204279995451431	0.999890601729745	gain	23.333	21.308	24.017	19.782	-1.969	1.447	1
322	0	unknown	chr1	3477080	3477560	-0.289	0.755866658844661	0.401	-0.316	445	NA	NA	gain	18.681	21.88	19.124	20.326	-1.72	0.541	1
323	0	unknown	chr1	3496320	3496560	-1.043	0.369420507084833	0.178	-1.081	102	NA	NA	gain	7.239	14.896	7.088	13.686	-1.482	-0.574	1
324	0	unknown	chr1	3511835	3512075	-0.793	-0.127648933341914	1.557	0.075	240	0.842355392321692	0.999890601729745	loss	39.384	36.421	40.9	34.15	-3.488	1.145	2
325	0	unknown	chr1	3518976	3519216	-0.796	0.520458015726815	0.972	-0.475	203	NA	NA	gain	10.649	15.278	10.675	14.049	-4.462	0.13	1
326	0	unknown	chr1	3527646	3527886	0.127	1.62622309158617	0.072	0.167	16	NA	NA	gain	10.007	9.178	10	8.25	0.006	0.167	1
327	0	unknown	chr1	5922866	5923466	-0.51	-0.27919863438566	0.49	-0.438	600	0.574201198142949	0.999890601729745	loss	67.644	87.477	70.625	82.69	-1.93	0.334	3
328	0	unknown	chr1	5923900	5924140	-0.491	0.641348221112844	0.382	-0.502	223	NA	NA	gain	14.296	20.82	14.511	19.318	-1.254	0.465	1
329	0	unknown	chr1	5924366	5924606	0.815	2.16847071448145	0.386	0.821	102	NA	NA	gain	15.674	8.719	15.961	7.814	-0.443	1.447	1
330	0	unknown	chr1	5925126	5925366	-0.653	0.587353316468523	0.527	-0.596	232	NA	NA	gain	11.88	17.511	11.97	16.172	-1.848	0.529	1
331	0	unknown	chr1	5926354	5926594	-0.641	0.0194791437340101	0.63	-0.379	240	0.975682748817872	0.999890601729745	gain	32.527	43.889	33.688	41.25	-2.111	0.353	2
332	0	unknown	chr1	5927011	5927251	-0.566	-0.267206239038762	0.702	-0.62	240	0.595931386804605	0.999890601729745	loss	56.513	82.167	58.917	77.642	-1.999	0.801	2
333	0	unknown	chr1	5927757	5927997	-0.214	0.64726032024399	0.395	-0.11	240	0.390761358267082	0.999890601729745	gain	26.114	28.777	26.942	26.883	-1.175	0.383	1
334	0	unknown	chr1	5933232	5933472	-1.175	-0.388215774809507	0.651	-1.243	240	0.585302973371636	0.999890601729745	loss	20.79	41.268	21.342	38.758	-2.461	-0.178	2
335	0	unknown	chr1	5934503	5934743	-1.716	-0.171098773132095	0.544	-1.721	82	NA	NA	loss	4.326	13.468	4.024	12.329	-3.057	-1.069	1
336	0	unknown	chr1	5934926	5935166	-0.317	0.703869416777509	0.525	-0.343	240	0.405243206156412	0.999890601729745	gain	18.591	23.606	19.029	21.967	-1.261	1.358	1
337	0	unknown	chr1	5937134	5937374	-0.944	0.342967612154586	0.41	-1.006	222	NA	NA	gain	9.296	17.922	9.252	16.563	-1.723	-0.139	1
338	0	unknown	chr1	5940115	5940355	-0.768	-0.501556249328017	0.67	-0.479	240	0.31636753564027	0.999890601729745	loss	60.205	86.068	62.8	81.35	-2.336	0.004	3
339	0	unknown	chr1	5947315	5947555	-0.682	-0.0180483299700934	0.47	-0.556	240	0.977538417047444	0.999890601729745	loss	30.531	45.449	31.587	42.733	-2.392	-0.03	2
340	0	unknown	chr1	5950887	5951127	-0.569	0.510057780045255	0.436	-0.594	240	NA	NA	gain	15.422	22.917	15.696	21.313	-1.53	0.5	1
341	0	unknown	chr1	5964649	5964889	-0.295	0.0134850308258935	0.389	-0.277	240	0.978692978735422	0.999890601729745	gain	62.288	74.195	64.992	70.063	-1.156	0.445	2
342	0	unknown	chr1	5965326	5965566	-0.285	-0.287052744316823	0.607	-0.076	240	0.544461006725627	0.999890601729745	loss	110.612	117.058	115.821	110.813	-2.105	0.371	3
343	0	unknown	chr1	5965646	5965886	-0.778	-0.309638747382285	0.337	-0.714	240	0.558233357790444	0.999890601729745	loss	38.322	66.552	39.783	62.796	-1.669	-0.223	2
